date,y_prob,signal
2015-02-20,0.03160737090911163,0
2015-02-21,0.023008446855598108,0
2015-02-22,0.017469531251706402,0
2015-02-23,0.025404681194403183,0
2015-02-24,0.022751956936761793,0
2015-02-25,0.024552187730027316,0
2015-02-26,0.046162553074037105,0
2015-02-27,0.029090185999860175,0
2015-02-28,0.02213668078098376,0
2015-03-01,0.2334346099517619,0
2015-03-02,0.0793717312158657,0
2015-03-03,0.04427439505921617,0
2015-03-04,0.08633450922836618,0
2015-03-05,0.6161797320622486,1
2015-03-06,0.047213440384705034,0
2015-03-07,0.042130491006948545,0
2015-03-08,0.04692286060932882,0
2015-03-09,0.05208518309959721,0
2015-03-10,0.04301122408118055,0
2015-03-11,0.03702683911133397,0
2015-03-12,0.010485031710817033,0
2015-03-13,0.08665485310800897,0
2015-03-14,0.029419370469280923,0
2015-03-15,0.015766847889924857,0
2015-03-16,0.02413454563847242,0
2015-03-17,0.004898926379936811,0
2015-03-18,0.01838210680428166,0
2015-03-19,0.017683420186143155,0
2015-03-20,0.017312550433554494,0
2015-03-21,0.030913889257039206,0
2015-03-22,0.019133134818679273,0
2015-03-23,0.013303508705975298,0
2015-03-24,0.014738189924453712,0
2015-03-25,0.012864038483363193,0
2015-03-26,0.01311559936896739,0
2015-03-27,0.016661967686399375,0
2015-03-28,0.015406659311218228,0
2015-03-29,0.01588627015865582,0
2015-03-30,0.00852786444666573,0
2015-03-31,0.033366728087260426,0
2015-04-01,0.024183337824329833,0
2015-04-02,0.026290826582811656,0
2015-04-03,0.028502936601980826,0
2015-04-04,0.027806163358925693,0
2015-04-05,0.05509223730514856,0
2015-04-06,0.03623726949451914,0
2015-04-07,0.037985053251362935,0
2015-04-08,0.06005347865775208,0
2015-04-09,0.046734344424343065,0
2015-04-10,0.026069646356093424,0
2015-04-11,0.024296656406136336,0
2015-04-12,0.024459202817668776,0
2015-04-13,0.0010186592077076485,0
2015-04-14,0.03129759511715806,0
2015-04-15,0.02887583625731049,0
2015-04-16,0.030447671460224136,0
2015-04-17,0.03200206925979426,0
2015-04-18,0.03158755236819226,0
2015-04-19,0.031794138566339766,0
2015-04-20,0.03030649444302622,0
2015-04-21,0.028666468881132653,0
2015-04-22,0.028612895288882157,0
2015-04-23,0.028571613363043712,0
2015-04-24,0.02407388115215221,0
2015-04-25,0.033203509306664006,0
2015-04-26,0.014084982550276518,0
2015-04-27,0.03753378891174575,0
2015-04-28,0.03590744451717338,0
2015-04-29,0.04328251208520315,0
2015-04-30,0.04607346453283207,0
2015-05-01,0.6660357442152793,1
2015-05-02,0.042464156198450405,0
2015-05-03,0.020789066945399153,0
2015-05-04,0.05628414896189108,0
2015-05-05,0.03457806496872155,0
2015-05-06,0.003876976557010033,0
2015-05-07,0.2529898455218259,0
2015-05-08,0.05718780713627823,0
2015-05-09,0.046738536860222696,0
2015-05-10,0.044302485763962944,0
2015-05-11,0.03726781824630807,0
2015-05-12,0.0021149327383559883,0
2015-05-13,0.03649469479056726,0
2015-05-14,0.00010671541593423537,0
2015-05-15,0.05708519469521211,0
2015-05-16,0.04072476041426516,0
2015-05-17,0.034075804513343175,0
2015-05-18,0.03554406114340777,0
2015-05-19,0.04962386784816677,0
2015-05-20,0.04441125062246931,0
2015-05-21,0.038907234849598585,0
2015-05-22,0.03540487358521179,0
2015-05-23,0.0355430299194985,0
2015-05-24,0.04106107892000931,0
2015-05-25,0.028578934590998632,0
2015-05-26,0.036643189002436446,0
2015-05-27,0.06904072948974724,0
2015-05-28,0.11643548562265006,0
2015-05-29,0.0341934435279053,0
2015-05-30,0.0356150082655374,0
2015-05-31,0.01076187513671973,0
2015-06-01,0.03896654109473731,0
2015-06-02,0.033819330246134045,0
2015-06-03,0.03805244448031273,0
2015-06-04,0.04770756370538808,0
2015-06-05,0.018264290649185513,0
2015-06-06,0.03929620563642767,0
2015-06-07,0.03576886351752497,0
2015-06-08,0.021410067453176883,0
2015-06-09,0.038636322964703526,0
2015-06-10,0.14291248125697764,0
2015-06-11,0.05991715286315778,0
2015-06-12,0.07061425012594698,0
2015-06-13,0.03519625574737042,0
2015-06-14,0.06715974655539585,0
2015-06-15,0.0035694769054225297,0
2015-06-16,0.05628890836294906,0
2015-06-17,0.05966777041984102,0
2015-06-18,0.05650572919944318,0
2015-06-19,0.0001689341848597098,0
2015-06-20,0.04870359512730448,0
2015-06-21,0.045085579807849274,0
2015-06-22,0.03366068015951861,0
2015-06-23,0.04849430755670418,0
2015-06-24,0.05727317604398627,0
2015-06-25,0.04576449879870141,0
2015-06-26,0.034404125179238174,0
2015-06-27,0.036390279919373075,0
2015-06-28,0.07999571997412291,0
2015-06-29,0.06641109226896437,0
2015-06-30,0.03636067000111135,0
2015-07-01,0.03537636411795572,0
2015-07-02,0.03917311554677269,0
