entry_date,entry_price,exit_date,exit_price,exit_reason,return_pct,bars_held,y_prob_at_entry,threshold
2020-02-20,104.0549,2020-02-22,105.095449,tp,0.010000000000000009,2,0.8417936507936508,0.5
2020-02-26,105.0085,2020-03-02,106.058585,tp,0.010000000000000009,5,0.6465185185185184,0.5
2020-03-03,105.5247,2020-03-07,106.57994699999999,tp,0.010000000000000009,4,0.8747460317460318,0.5
2020-03-08,106.044,2020-03-10,107.10444,tp,0.010000000000000009,2,0.9270555555555556,0.5
2020-03-11,106.5309,2020-03-14,107.596209,tp,0.010000000000000009,3,0.8611190476190475,0.5
2020-03-17,107.5788,2020-03-19,108.654588,tp,0.010000000000000009,2,0.6813769841269841,0.5
2020-03-28,107.7671,2020-03-31,108.844771,tp,0.010000000000000009,3,0.8134722222222224,0.5
2020-04-02,108.1814,2020-04-05,109.26321399999999,tp,0.010000000000000009,3,0.7426111111111111,0.5
2020-08-24,104.8913,2020-08-30,105.940213,tp,0.010000000000000009,6,0.8041666666666668,0.5
2020-08-31,105.0053,2020-09-01,106.05535300000001,tp,0.010000000000000009,1,0.9546031746031747,0.5
2020-09-02,105.1745,2020-09-04,106.22624499999999,tp,0.010000000000000009,2,0.8721772486772488,0.5
2020-09-05,105.8926,2020-09-08,106.951526,tp,0.010000000000000009,3,0.897968253968254,0.5
2020-09-09,106.9086,2020-09-12,107.977686,tp,0.010000000000000009,3,0.887436507936508,0.5
2020-09-13,107.9007,2020-09-16,108.979707,tp,0.010000000000000009,3,0.8947063492063492,0.5
2020-09-17,108.665,2020-09-21,109.75165000000001,tp,0.010000000000000009,4,0.8884166666666666,0.5
2020-09-22,109.3513,2020-09-24,110.444813,tp,0.010000000000000009,2,0.9146587301587302,0.5
2020-09-25,109.8025,2020-10-02,110.900525,tp,0.010000000000000009,7,0.863325396825397,0.5
2020-10-03,110.4698,2020-10-06,111.574498,tp,0.010000000000000009,3,0.8638055555555555,0.5
2020-10-07,111.231,2020-10-10,112.34331,tp,0.010000000000000009,3,0.7356626984126984,0.5
2020-10-11,111.7541,2020-10-14,112.871641,tp,0.010000000000000009,3,0.8072777777777776,0.5
2020-10-15,112.4282,2020-10-19,113.55248200000001,tp,0.010000000000000009,4,0.8127857142857142,0.5
2020-10-20,113.0645,2020-10-23,114.195145,tp,0.010000000000000009,3,0.7044285714285716,0.5
2020-10-24,113.2362,2020-10-28,114.368562,tp,0.010000000000000009,4,0.9093888888888889,0.5
2020-10-29,113.7276,2020-10-30,114.864876,tp,0.010000000000000009,1,0.9101111111111112,0.5
2020-10-31,114.3424,2020-11-04,115.485824,tp,0.010000000000000009,4,0.7536507936507938,0.5
2020-11-05,114.5892,2020-11-08,115.73509200000001,tp,0.010000000000000009,3,0.6881666666666667,0.5
2020-11-09,115.3577,2020-11-11,116.51127699999999,tp,0.010000000000000009,2,0.684888888888889,0.5
2020-11-25,116.2481,2020-11-26,117.410581,tp,0.010000000000000009,1,0.6740158730158732,0.5
2020-11-27,116.6978,2020-11-29,117.864778,tp,0.010000000000000009,2,0.6254166666666666,0.5
2020-12-12,116.8108,2020-12-14,117.978908,tp,0.010000000000000009,2,0.848574074074074,0.5
2020-12-19,117.0011,2020-12-23,118.171111,tp,0.010000000000000009,4,0.9029074074074075,0.5
2020-12-26,117.4653,2020-12-29,118.639953,tp,0.010000000000000009,3,0.7536296296296299,0.5
2021-01-01,117.5042,2021-01-08,118.679242,tp,0.010000000000000009,7,0.8523888888888888,0.5
2021-01-28,117.7611,2021-02-02,118.938711,tp,0.010000000000000009,5,0.7448333333333331,0.5
2021-02-03,118.4503,2021-02-05,119.634803,tp,0.010000000000000009,2,0.5856904761904762,0.5
2021-02-06,118.8353,2021-02-12,120.02365300000001,tp,0.010000000000000009,6,0.7411904761904761,0.5
2021-02-14,119.374,2021-02-15,120.56774,tp,0.010000000000000009,1,0.6017222222222223,0.5
2021-02-20,120.4625,2021-02-22,121.66712500000001,tp,0.010000000000000009,2,0.5071349206349205,0.5
2021-02-28,120.6702,2021-03-02,121.876902,tp,0.010000000000000009,2,0.6146944444444447,0.5
2021-03-03,120.7385,2021-03-05,121.945885,tp,0.010000000000000009,2,0.6864444444444444,0.5
2021-03-06,121.3598,2021-03-08,122.57339800000001,tp,0.010000000000000009,2,0.6407222222222221,0.5
2021-03-12,122.146,2021-03-13,123.36746000000001,tp,0.010000000000000009,1,0.6883293650793654,0.5
2021-03-14,122.3428,2021-03-21,123.566228,tp,0.010000000000000009,7,0.6428055555555555,0.5
2021-03-22,122.9251,2021-03-24,124.154351,tp,0.010000000000000009,2,0.5911269841269842,0.5
2021-03-26,123.5286,2021-03-29,124.763886,tp,0.010000000000000009,3,0.6077222222222222,0.5
2021-03-30,124.4131,2021-04-03,125.657231,tp,0.010000000000000009,4,0.5656944444444445,0.5
2021-04-04,124.7999,2021-04-06,124.4255003,sl,-0.0030000000000000027,2,0.5061666666666667,0.5
2021-04-28,127.4416,2021-04-29,127.05927519999999,sl,-0.0030000000000000027,1,0.5553888888888889,0.5
2021-04-30,127.2179,2021-05-02,128.490079,tp,0.010000000000000009,2,0.5499603174603176,0.5
2021-05-03,127.3438,2021-05-04,126.9617686,sl,-0.0030000000000000027,1,0.5227063492063493,0.5
2021-05-06,127.1715,2021-05-08,128.443215,tp,0.010000000000000009,2,0.5084444444444447,0.5
2021-05-10,127.4483,2021-05-12,127.0659551,sl,-0.0030000000000000027,2,0.5398253968253969,0.5
2021-05-13,127.6875,2021-05-15,127.3044375,sl,-0.0030000000000000027,2,0.5565952380952381,0.5
2021-05-16,126.9703,2021-05-18,126.58938909999999,sl,-0.0030000000000000027,2,0.7097777777777778,0.5
2021-05-19,126.6687,2021-05-21,126.2886939,sl,-0.0030000000000000027,2,0.6023888888888889,0.5
2021-05-22,126.8175,2021-05-26,128.085675,tp,0.010000000000000009,4,0.6358888888888888,0.5
2021-05-27,127.3495,2021-05-28,128.622995,tp,0.010000000000000009,1,0.5907301587301589,0.5
2021-05-29,127.5123,2021-05-31,127.12976309999999,sl,-0.0030000000000000027,2,0.5653412698412699,0.5
2021-06-01,127.8346,2021-06-02,127.4510962,sl,-0.0030000000000000027,1,0.5954999999999999,0.5
2021-06-03,127.6439,2021-06-04,127.2609683,sl,-0.0030000000000000027,1,0.5366190476190478,0.5
2021-06-05,127.4961,2021-06-07,128.771061,tp,0.010000000000000009,2,0.5030952380952383,0.5
2021-06-10,127.8363,2021-06-11,127.4527911,sl,-0.0030000000000000027,1,0.620373015873016,0.5
2021-06-12,127.5303,2021-06-13,128.805603,tp,0.010000000000000009,1,0.536,0.5
2021-06-14,127.9149,2021-06-15,127.53115530000001,sl,-0.0030000000000000027,1,0.535984126984127,0.5
2021-06-17,127.8664,2021-06-18,127.48280079999999,sl,-0.0030000000000000027,1,0.5985396825396827,0.5
2021-06-19,127.4602,2021-06-23,128.734802,tp,0.010000000000000009,4,0.6872698412698413,0.5
2021-06-24,127.8775,2021-06-26,127.4938675,sl,-0.0030000000000000027,2,0.6716666666666665,0.5
2021-06-27,127.5037,2021-06-28,127.12118889999999,sl,-0.0030000000000000027,1,0.7110476190476189,0.5
2021-06-29,127.6774,2021-07-02,128.954174,tp,0.010000000000000009,3,0.6144682539682539,0.5
2021-07-03,128.2936,2021-07-04,129.576536,tp,0.010000000000000009,1,0.5483333333333333,0.5
2021-07-05,128.5262,2021-07-07,129.81146199999998,tp,0.010000000000000009,2,0.5610555555555556,0.5
2021-07-08,128.9365,2021-07-12,128.5496905,sl,-0.0030000000000000027,4,0.5319841269841271,0.5
2021-07-13,129.2245,2021-07-14,128.8368265,sl,-0.0030000000000000027,1,0.5476507936507937,0.5
